Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI
38.0,Male,58.7,1.72,189.0,152.0,58.0,1:12,1063.0,HIIT,21.2,1.6,3.0,Beginner,23.03
26.0,Male,62.0,1.65,199.0,142.0,56.0,1:36,1361.0,HIIT,35.0,3.5,2.0,Advanced,13.96
18.0,Male,100.6,1.74,179.0,138.0,68.0,1:11,1261.0,Cardio,23.2,3.5,2.0,Intermediate,20.9
33.0,Female,63.0,1.71,189.0,126.0,57.0,1:14,1175.0,Strength,25.6,3.2,3.0,Beginner,15.02
45.0,Male,52.7,1.82,172.0,129.0,69.0,0:37,1783.0,Yoga,22.9,3.2,3.0,Beginner,24.95
29.0,Male,79.4,1.71,186.0,124.0,74.0,2:00,877.0,Yoga,29.6,1.5,3.0,Intermediate,27.97
37.0,Male,108.5,1.97,192.0,120.0,74.0,2:00,1091.0,Cardio,27.2,1.5,2.0,Beginner,23.59
34.0,Female,73.9,1.75,192.0,165.0,74.0,1:38,816.0,Cardio,35.0,1.5,3.0,Intermediate,22.1
36.0,Male,72.8,1.63,184.0,130.0,68.0,1:26,669.0,HIIT,25.1,1.7,3.0,Advanced,12.32
34.0,Female,57.6,1.7,167.0,141.0,68.0,0:52,710.0,Cardio,14.7,1.5,3.0,Intermediate,15.66
48.0,Female,49.3,1.74,179.0,142.0,74.0,1:18,723.0,HIIT,19.2,3.5,4.0,Advanced,19.2
18.0,Male,41.6,1.85,181.0,169.0,52.0,2:00,1130.0,Yoga,14.5,3.4,5.0,Advanced,12.32
33.0,Male,65.6,1.87,189.0,168.0,56.0,1:09,1437.0,Yoga,16.3,3.5,2.0,Beginner,17.53
43.0,Female,73.6,1.79,170.0,169.0,72.0,1:09,1408.0,Strength,17.4,1.5,4.0,Beginner,14.69
49.0,Female,56.0,1.6,183.0,169.0,66.0,0:58,1263.0,Strength,27.9,1.7,5.0,Beginner,20.47
48.0,Female,40.0,1.66,189.0,120.0,74.0,1:21,614.0,Cardio,14.8,2.1,3.0,Beginner,12.32
44.0,Female,88.2,1.88,192.0,169.0,51.0,2:00,1783.0,HIIT,28.5,1.9,4.0,Intermediate,12.32
27.0,Female,55.8,1.67,192.0,167.0,74.0,2:00,642.0,Yoga,28.8,3.4,3.0,Intermediate,28.68
41.0,Male,73.2,1.75,190.0,137.0,58.0,1:14,1048.0,Strength,30.4,3.4,2.0,Advanced,23.65
44.0,Male,40.0,1.72,179.0,124.0,74.0,0:51,1043.0,Cardio,22.8,2.1,5.0,Advanced,20.78
54.0,Male,58.5,1.96,185.0,133.0,60.0,2:00,1131.0,Yoga,13.1,2.5,3.0,Beginner,18.11
45.0,Female,57.5,1.55,190.0,123.0,54.0,1:19,893.0,HIIT,28.8,3.3,3.0,Beginner,17.65
24.0,Female,55.6,1.73,175.0,120.0,71.0,1:05,775.0,Yoga,17.2,3.0,4.0,Intermediate,22.74
32.0,Female,42.4,1.79,176.0,135.0,56.0,1:37,843.0,Yoga,27.1,1.5,2.0,Intermediate,18.17
33.0,Female,77.0,1.69,191.0,154.0,58.0,1:09,1187.0,Cardio,29.1,3.2,4.0,Intermediate,12.32
28.0,Female,74.7,1.69,163.0,158.0,58.0,1:22,854.0,HIIT,14.0,3.4,4.0,Intermediate,13.79
59.0,Male,65.1,1.68,161.0,144.0,62.0,2:00,1050.0,Strength,26.1,2.0,5.0,Advanced,23.59
21.0,Female,40.0,1.8,176.0,122.0,73.0,1:22,1171.0,HIIT,10.0,3.7,3.0,Beginner,19.84
23.0,Male,64.3,1.58,160.0,123.0,62.0,1:01,1360.0,Strength,22.0,3.4,4.0,Beginner,19.45
20.0,Female,43.6,1.6,165.0,141.0,60.0,1:22,1783.0,Strength,16.9,1.5,4.0,Beginner,15.52
21.0,Male,100.4,1.62,188.0,128.0,73.0,1:23,614.0,Strength,29.3,3.3,2.0,Beginner,33.21
48.0,Female,73.8,1.88,191.0,151.0,59.0,1:52,1783.0,Cardio,19.2,2.0,4.0,Beginner,12.32
23.0,Male,52.3,1.74,184.0,122.0,65.0,1:22,915.0,Yoga,10.0,3.5,4.0,Beginner,18.17
51.0,Male,57.3,1.71,188.0,169.0,50.0,1:05,1375.0,Strength,28.1,3.6,2.0,Advanced,19.69
20.0,Male,92.8,2.0,195.0,154.0,58.0,1:26,676.0,Yoga,24.3,1.5,4.0,Intermediate,16.6
18.0,Male,56.2,1.75,164.0,127.0,57.0,1:26,952.0,Strength,29.6,3.5,4.0,Advanced,17.29
24.0,Female,65.3,1.74,178.0,168.0,63.0,1:07,984.0,HIIT,25.6,3.3,4.0,Intermediate,19.87
37.0,Male,60.2,1.76,194.0,169.0,72.0,1:42,1114.0,Yoga,31.4,1.8,4.0,Intermediate,32.81
54.0,Female,56.6,1.67,199.0,123.0,60.0,1:05,962.0,Strength,25.0,3.1,5.0,Intermediate,12.32
34.0,Male,63.8,1.8,192.0,129.0,54.0,1:55,1229.0,Cardio,13.8,3.1,4.0,Intermediate,14.24
43.0,Female,43.9,1.82,173.0,164.0,72.0,1:36,567.0,HIIT,16.3,3.2,3.0,Beginner,19.29
55.0,Female,91.1,1.85,190.0,149.0,74.0,1:29,649.0,Strength,31.8,3.0,3.0,Beginner,29.5
43.0,Female,40.0,1.55,172.0,159.0,59.0,1:16,1480.0,Yoga,19.9,3.0,3.0,Advanced,21.42
49.0,Female,40.0,1.89,192.0,168.0,50.0,1:30,837.0,Strength,29.4,3.5,3.0,Beginner,16.63
27.0,Female,96.8,1.73,174.0,136.0,71.0,1:54,887.0,Strength,31.7,2.6,3.0,Intermediate,19.05
20.0,Male,43.5,1.52,189.0,146.0,63.0,2:00,1213.0,Strength,24.3,2.5,4.0,Intermediate,25.35
55.0,Male,54.2,1.62,197.0,127.0,56.0,1:10,335.0,Strength,28.3,2.4,2.0,Beginner,20.94
34.0,Male,59.8,1.77,186.0,151.0,55.0,0:58,792.0,Yoga,23.0,2.1,3.0,Intermediate,24.41
18.0,Female,52.2,1.75,171.0,165.0,72.0,1:26,570.0,Strength,26.1,3.4,4.0,Beginner,12.48
40.0,Male,45.4,1.84,167.0,156.0,50.0,1:07,771.0,Cardio,11.5,3.5,4.0,Intermediate,12.32
28.0,Female,62.1,1.68,191.0,130.0,74.0,0:51,1098.0,Strength,13.9,2.8,4.0,Intermediate,28.14
26.0,Male,72.8,1.57,196.0,138.0,61.0,1:02,1382.0,Strength,29.8,3.4,2.0,Advanced,16.61
27.0,Female,73.5,1.92,168.0,155.0,50.0,1:10,1048.0,Strength,14.2,3.4,5.0,Intermediate,18.37
51.0,Female,87.1,1.77,185.0,126.0,60.0,1:27,990.0,Cardio,21.1,3.4,2.0,Beginner,12.9
45.0,Male,76.3,1.67,177.0,168.0,50.0,1:24,1013.0,Cardio,11.6,3.1,3.0,Advanced,14.42
33.0,Female,75.5,1.85,181.0,147.0,59.0,1:13,1267.0,HIIT,21.8,2.8,3.0,Intermediate,18.19
44.0,Female,49.3,1.55,193.0,168.0,72.0,1:28,918.0,Cardio,21.5,3.6,5.0,Beginner,21.77
56.0,Female,92.0,1.86,184.0,167.0,71.0,1:33,999.0,Cardio,24.2,2.1,5.0,Advanced,31.52
46.0,Male,92.6,1.76,197.0,144.0,74.0,0:57,1291.0,HIIT,13.8,3.3,2.0,Intermediate,12.37
23.0,Male,83.0,1.74,160.0,120.0,72.0,1:21,1628.0,Yoga,21.0,3.3,5.0,Intermediate,15.13
21.0,Female,78.5,1.8,179.0,169.0,59.0,1:38,683.0,Yoga,23.9,2.7,4.0,Beginner,22.33
56.0,Female,56.2,1.69,198.0,155.0,74.0,1:38,1486.0,Cardio,24.4,1.8,2.0,Beginner,21.59
58.0,Male,87.4,1.64,188.0,148.0,57.0,0:33,1249.0,Strength,10.0,3.5,3.0,Advanced,16.94
26.0,Male,92.2,1.59,176.0,143.0,55.0,1:34,1050.0,Strength,24.5,2.4,4.0,Intermediate,23.0
18.0,Male,83.1,1.94,188.0,153.0,56.0,1:24,1180.0,Yoga,24.4,3.3,3.0,Intermediate,17.84
53.0,Female,76.2,1.67,185.0,142.0,68.0,1:33,804.0,HIIT,25.5,3.4,3.0,Beginner,18.46
46.0,Female,48.4,1.82,163.0,163.0,68.0,1:30,1221.0,HIIT,19.2,3.7,5.0,Intermediate,12.32
24.0,Female,47.3,1.92,189.0,155.0,74.0,1:23,505.0,HIIT,29.5,3.4,5.0,Intermediate,12.34
31.0,Female,71.4,1.68,180.0,143.0,68.0,1:22,606.0,Yoga,23.8,3.2,2.0,Intermediate,21.59
24.0,Male,103.6,1.88,175.0,154.0,60.0,1:33,436.0,Yoga,20.9,3.2,3.0,Beginner,13.85
35.0,Female,81.0,1.78,196.0,151.0,67.0,2:00,1246.0,HIIT,10.0,3.3,3.0,Beginner,19.74
21.0,Female,80.0,1.67,167.0,169.0,57.0,0:56,899.0,Strength,29.8,3.1,3.0,Intermediate,17.15
29.0,Female,40.0,1.77,191.0,169.0,58.0,1:11,613.0,Strength,22.2,2.2,4.0,Intermediate,29.56
37.0,Male,48.3,1.81,167.0,134.0,69.0,1:58,1276.0,Yoga,26.1,1.8,3.0,Intermediate,20.81
18.0,Male,44.8,1.67,193.0,137.0,61.0,1:18,719.0,Yoga,21.6,2.3,4.0,Beginner,12.32
27.0,Female,40.0,1.72,178.0,132.0,72.0,0:49,857.0,Cardio,27.3,3.2,4.0,Intermediate,17.8
35.0,Female,66.7,1.72,171.0,153.0,65.0,1:08,776.0,HIIT,18.7,2.5,4.0,Beginner,22.98
39.0,Female,70.3,1.74,170.0,152.0,59.0,2:00,864.0,Cardio,20.4,1.5,3.0,Intermediate,17.03
26.0,Male,57.8,1.61,162.0,135.0,65.0,1:54,684.0,Yoga,18.2,3.7,3.0,Beginner,12.32
18.0,Male,40.0,1.72,193.0,138.0,74.0,1:24,726.0,Yoga,28.0,3.7,2.0,Advanced,32.62
33.0,Male,79.8,1.53,172.0,148.0,72.0,1:58,1132.0,Yoga,14.7,1.7,3.0,Intermediate,16.6
47.0,Female,74.7,1.77,195.0,130.0,68.0,1:55,1056.0,HIIT,22.1,3.4,4.0,Intermediate,24.44
38.0,Male,101.8,1.51,163.0,169.0,72.0,1:25,1384.0,Strength,25.6,3.3,4.0,Beginner,20.89
42.0,Female,86.7,1.7,196.0,135.0,68.0,1:13,923.0,Strength,27.2,3.2,3.0,Intermediate,17.49
18.0,Male,40.9,1.87,160.0,140.0,50.0,1:16,1261.0,HIIT,17.1,2.1,4.0,Intermediate,36.707499999999996
28.0,Male,87.3,1.51,190.0,168.0,56.0,2:00,1306.0,Yoga,32.0,2.3,4.0,Intermediate,14.46
26.0,Male,89.2,1.81,161.0,169.0,61.0,1:20,820.0,Strength,23.5,2.6,4.0,Beginner,27.63
30.0,Male,100.1,1.76,170.0,160.0,55.0,1:25,1694.0,HIIT,25.9,1.8,3.0,Intermediate,15.73
18.0,Female,80.8,1.85,188.0,141.0,74.0,1:11,838.0,Yoga,12.1,3.5,2.0,Beginner,14.81
58.0,Female,68.6,1.72,164.0,155.0,72.0,1:13,797.0,Yoga,27.2,2.5,2.0,Beginner,12.32
46.0,Female,45.7,1.96,168.0,137.0,64.0,1:22,1303.0,Strength,29.8,3.3,2.0,Intermediate,22.82
19.0,Female,55.2,1.71,172.0,136.0,74.0,1:55,670.0,Yoga,10.0,3.1,4.0,Beginner,20.85
31.0,Female,91.7,1.74,172.0,166.0,56.0,1:16,892.0,Yoga,19.8,3.1,4.0,Advanced,12.32
47.0,Male,78.7,1.69,170.0,144.0,57.0,1:00,845.0,Yoga,24.5,1.9,4.0,Beginner,22.0
28.0,Female,40.0,1.57,165.0,169.0,68.0,1:02,669.0,Cardio,30.2,2.6,2.0,Intermediate,15.05
22.0,Male,47.1,1.87,165.0,132.0,68.0,0:43,674.0,Strength,31.7,3.2,2.0,Intermediate,34.98
23.0,Male,85.1,1.79,194.0,138.0,55.0,1:09,829.0,Strength,23.7,2.6,4.0,Intermediate,19.2
48.0,Female,87.9,1.5,180.0,164.0,68.0,1:24,974.0,Yoga,22.1,2.6,4.0,Beginner,13.04
24.0,Female,74.2,1.58,177.0,140.0,71.0,1:16,780.0,Strength,23.6,1.9,4.0,Intermediate,30.92
22.0,Male,49.6,1.87,190.0,137.0,54.0,1:36,1326.0,HIIT,30.5,1.9,5.0,Beginner,14.25
18.0,Male,63.9,1.86,161.0,147.0,51.0,1:49,1178.0,Strength,24.0,3.3,2.0,Beginner,24.05
54.0,Male,69.8,1.75,170.0,131.0,72.0,1:17,954.0,Strength,32.0,3.2,2.0,Beginner,21.66
42.0,Female,40.5,1.64,196.0,137.0,59.0,1:07,1150.0,Yoga,13.4,3.7,5.0,Intermediate,12.32
18.0,Female,43.8,1.96,193.0,142.0,50.0,1:01,1590.0,Strength,29.7,3.6,2.0,Advanced,21.88
24.0,Female,45.7,1.63,199.0,144.0,71.0,0:56,1137.0,Yoga,19.6,1.8,2.0,Advanced,12.32
25.0,Male,40.8,1.69,194.0,145.0,54.0,1:38,1353.0,HIIT,24.4,2.5,4.0,Beginner,22.31
59.0,Male,82.0,1.51,185.0,121.0,70.0,1:49,625.0,Strength,28.5,2.2,4.0,Advanced,24.72
29.0,Female,60.9,1.92,192.0,151.0,67.0,1:30,1407.0,Cardio,18.0,3.5,5.0,Beginner,36.707499999999996
27.0,Male,55.0,1.68,169.0,136.0,64.0,1:04,1389.0,Cardio,24.6,2.1,4.0,Intermediate,18.54
34.0,Female,80.0,2.0,173.0,125.0,56.0,1:49,773.0,Strength,22.3,2.8,4.0,Intermediate,14.62
24.0,Male,44.3,1.65,189.0,129.0,56.0,1:53,972.0,Yoga,27.8,3.3,2.0,Beginner,15.86
24.0,Male,63.6,1.74,199.0,135.0,61.0,1:18,486.0,HIIT,26.1,2.2,2.0,Advanced,25.85
29.0,Female,50.2,1.89,197.0,125.0,51.0,1:27,1286.0,Strength,27.6,3.3,2.0,Advanced,15.27
58.0,Male,43.6,1.67,176.0,142.0,74.0,1:07,1089.0,HIIT,26.7,3.4,4.0,Intermediate,28.29
38.0,Male,60.5,1.72,187.0,139.0,50.0,1:20,1096.0,Yoga,20.9,3.7,4.0,Intermediate,25.58
39.0,Female,76.7,1.86,193.0,122.0,65.0,1:17,1770.0,Yoga,23.1,3.2,3.0,Beginner,17.75
18.0,Male,71.9,1.88,177.0,159.0,57.0,2:00,1571.0,Yoga,10.0,2.4,3.0,Intermediate,15.96
25.0,Female,59.2,1.84,168.0,160.0,51.0,1:31,1476.0,Yoga,25.1,3.7,4.0,Intermediate,13.81
27.0,Male,57.4,1.89,193.0,128.0,51.0,0:55,1121.0,Yoga,22.4,3.5,4.0,Intermediate,16.0
33.0,Male,69.5,1.75,178.0,131.0,74.0,1:30,1651.0,Strength,32.4,1.6,3.0,Advanced,21.58
23.0,Male,47.4,1.96,161.0,142.0,65.0,1:10,441.0,Cardio,18.7,1.6,3.0,Beginner,21.34
33.0,Male,76.5,1.75,198.0,139.0,57.0,1:13,984.0,Strength,12.5,3.4,3.0,Beginner,32.82
18.0,Female,53.5,1.68,198.0,134.0,74.0,1:53,368.0,HIIT,28.1,3.1,5.0,Intermediate,23.57
25.0,Female,83.1,1.72,182.0,167.0,67.0,0:53,771.0,Strength,23.8,2.3,4.0,Beginner,12.32
47.0,Female,70.4,1.93,177.0,153.0,74.0,1:16,846.0,Strength,23.5,1.6,3.0,Intermediate,12.32
39.0,Female,50.3,1.94,164.0,160.0,66.0,0:34,992.0,Cardio,10.0,2.9,4.0,Beginner,14.72
20.0,Male,66.2,1.85,196.0,120.0,58.0,0:50,420.0,HIIT,24.9,1.5,4.0,Beginner,12.32
19.0,Female,51.4,1.84,169.0,152.0,58.0,1:08,1175.0,Cardio,20.9,3.5,5.0,Advanced,16.95
58.0,Female,78.3,1.52,176.0,123.0,74.0,1:29,1063.0,Cardio,30.5,3.4,3.0,Intermediate,25.33
31.0,Female,79.4,1.56,171.0,126.0,69.0,1:25,963.0,Cardio,21.3,3.1,3.0,Advanced,26.3
25.0,Male,72.5,1.78,177.0,142.0,67.0,1:59,1047.0,HIIT,27.4,3.0,4.0,Advanced,12.32
21.0,Male,92.1,1.77,175.0,167.0,74.0,1:39,737.0,Cardio,25.3,3.3,4.0,Intermediate,17.16
55.0,Female,72.6,1.55,191.0,137.0,50.0,2:00,1084.0,Cardio,24.1,2.5,3.0,Intermediate,19.76
40.0,Male,76.7,1.68,177.0,133.0,57.0,0:53,984.0,Cardio,27.3,3.1,2.0,Advanced,23.76
39.0,Male,91.0,1.73,165.0,169.0,72.0,1:29,813.0,Strength,23.3,3.4,2.0,Advanced,22.08
26.0,Female,78.3,1.58,184.0,141.0,68.0,1:30,1436.0,Yoga,15.0,3.7,3.0,Beginner,28.61
26.0,Female,54.2,1.64,190.0,151.0,65.0,0:49,1184.0,Yoga,16.7,3.3,2.0,Beginner,19.39
19.0,Female,64.8,1.6,189.0,149.0,59.0,0:30,880.0,Yoga,22.3,1.9,4.0,Intermediate,21.61
25.0,Female,45.5,1.58,182.0,136.0,69.0,2:00,1137.0,Yoga,17.4,1.7,2.0,Intermediate,15.04
42.0,Female,59.0,1.89,175.0,142.0,63.0,1:15,1092.0,HIIT,27.7,3.5,5.0,Beginner,17.68
43.0,Female,89.2,1.73,163.0,135.0,67.0,1:30,1367.0,Yoga,14.5,3.5,3.0,Beginner,25.4
47.0,Female,108.3,1.67,176.0,169.0,69.0,1:04,1204.0,Yoga,27.6,3.7,2.0,Intermediate,13.44
48.0,Female,45.9,1.94,169.0,141.0,74.0,1:07,1507.0,Cardio,29.1,3.2,5.0,Intermediate,12.32
18.0,Male,107.0,1.75,177.0,155.0,71.0,2:00,645.0,Strength,27.0,3.2,5.0,Intermediate,27.94
39.0,Male,40.7,1.84,197.0,145.0,55.0,1:28,1128.0,Strength,25.3,1.5,4.0,Beginner,22.28
50.0,Female,88.5,2.0,181.0,146.0,72.0,1:19,1088.0,Cardio,11.9,2.3,4.0,Beginner,17.26
27.0,Female,62.5,1.67,186.0,129.0,65.0,1:11,1783.0,Strength,23.2,1.5,3.0,Intermediate,26.22
43.0,Female,79.0,1.73,186.0,158.0,55.0,1:11,1146.0,Cardio,25.2,3.6,4.0,Intermediate,19.64
27.0,Female,40.0,1.85,177.0,156.0,65.0,1:34,1014.0,Cardio,24.0,3.7,5.0,Advanced,22.49
19.0,Male,51.8,1.6,176.0,159.0,72.0,1:08,574.0,Cardio,25.3,2.0,4.0,Intermediate,16.69
38.0,Female,89.3,1.58,184.0,135.0,58.0,1:34,995.0,HIIT,24.0,2.9,4.0,Advanced,19.02
33.0,Male,40.0,1.75,185.0,125.0,54.0,2:00,870.0,Yoga,18.7,1.8,3.0,Beginner,17.77
50.0,Female,102.6,1.62,198.0,138.0,66.0,1:28,1149.0,HIIT,10.0,2.7,5.0,Intermediate,18.48
18.0,Male,69.2,1.62,164.0,167.0,62.0,1:30,1721.0,HIIT,25.0,2.3,5.0,Beginner,33.3
19.0,Male,75.3,1.67,166.0,130.0,58.0,1:13,928.0,HIIT,27.4,3.2,3.0,Intermediate,23.17
45.0,Male,45.9,1.51,195.0,142.0,57.0,1:38,303.0,Cardio,29.8,2.7,3.0,Beginner,12.32
59.0,Male,66.9,1.57,178.0,120.0,71.0,1:26,1153.0,Yoga,27.5,3.3,2.0,Intermediate,20.4
37.0,Male,44.2,1.5,194.0,154.0,74.0,1:06,612.0,Cardio,24.0,3.5,2.0,Intermediate,20.62
18.0,Female,46.0,1.79,177.0,140.0,68.0,2:00,1386.0,Cardio,23.6,3.2,3.0,Intermediate,18.0
18.0,Male,74.8,1.76,186.0,134.0,68.0,0:30,1783.0,Cardio,21.8,3.5,4.0,Advanced,23.47
54.0,Male,46.3,1.62,161.0,138.0,60.0,1:01,1175.0,HIIT,32.2,2.5,4.0,Intermediate,19.44
24.0,Male,87.1,1.9,196.0,122.0,51.0,1:25,1153.0,Yoga,27.6,3.3,3.0,Beginner,36.55
43.0,Female,40.0,1.89,169.0,134.0,54.0,0:34,1267.0,HIIT,21.4,1.5,4.0,Intermediate,12.32
18.0,Female,67.9,1.81,194.0,137.0,73.0,1:11,1405.0,Cardio,33.8,3.2,2.0,Beginner,12.32
33.0,Male,49.7,1.82,179.0,169.0,71.0,1:33,968.0,Cardio,32.2,3.6,4.0,Advanced,21.87
49.0,Male,88.4,1.75,192.0,145.0,74.0,1:16,493.0,Yoga,23.5,2.2,3.0,Beginner,12.42
35.0,Male,40.3,1.79,183.0,120.0,68.0,1:14,1420.0,Strength,14.5,1.7,5.0,Beginner,13.37
34.0,Male,72.1,1.78,167.0,163.0,58.0,0:50,536.0,HIIT,12.1,2.9,3.0,Intermediate,12.32
50.0,Female,103.8,1.54,185.0,169.0,56.0,2:00,766.0,HIIT,27.3,3.1,3.0,Beginner,12.32
36.0,Female,85.1,1.73,194.0,156.0,74.0,1:24,1024.0,Cardio,28.9,3.5,4.0,Advanced,13.22
18.0,Male,81.0,1.64,175.0,169.0,74.0,1:59,878.0,Yoga,21.7,1.5,2.0,Advanced,13.42
47.0,Female,74.1,1.87,168.0,123.0,70.0,0:57,1030.0,Yoga,14.8,1.5,3.0,Beginner,21.54
45.0,Female,47.9,1.71,194.0,169.0,70.0,0:46,772.0,HIIT,23.5,2.8,3.0,Intermediate,20.37
25.0,Male,113.3,1.75,187.0,155.0,74.0,1:26,564.0,Strength,22.1,1.6,3.0,Intermediate,21.36
23.0,Female,78.2,1.9,180.0,131.0,55.0,0:51,888.0,Strength,16.2,2.3,3.0,Beginner,29.89
25.0,Male,40.0,1.68,175.0,123.0,66.0,0:44,1783.0,Strength,27.9,3.5,3.0,Advanced,14.27
23.0,Female,69.2,1.73,180.0,165.0,70.0,2:00,765.0,HIIT,23.3,1.8,4.0,Intermediate,21.96
48.0,Female,91.3,1.58,175.0,152.0,72.0,1:15,1576.0,Yoga,28.9,3.4,2.0,Intermediate,19.62
46.0,Male,68.2,1.88,172.0,167.0,70.0,1:24,723.0,Strength,17.2,2.6,5.0,Beginner,32.75
18.0,Female,45.1,1.86,182.0,169.0,64.0,0:55,1482.0,Strength,25.5,3.7,2.0,Advanced,18.99
20.0,Male,70.5,1.65,179.0,144.0,74.0,0:36,1151.0,Yoga,15.5,3.5,2.0,Intermediate,12.32
18.0,Female,83.6,1.86,170.0,162.0,74.0,0:49,732.0,HIIT,22.7,2.8,2.0,Advanced,24.77
37.0,Female,58.0,1.6,168.0,143.0,52.0,1:16,834.0,Strength,21.0,3.6,4.0,Intermediate,22.2
52.0,Female,40.0,1.91,194.0,151.0,59.0,1:57,535.0,HIIT,23.4,1.5,4.0,Intermediate,23.62
30.0,Female,40.0,1.62,166.0,164.0,73.0,1:13,1046.0,Yoga,25.2,3.7,5.0,Advanced,14.53
23.0,Female,83.5,1.5,194.0,142.0,63.0,2:00,767.0,Yoga,25.8,2.9,4.0,Intermediate,12.32
49.0,Male,60.2,1.62,162.0,155.0,72.0,1:06,1105.0,Strength,23.4,3.1,3.0,Beginner,16.85
33.0,Female,40.0,1.79,189.0,144.0,67.0,2:00,1285.0,HIIT,27.2,2.6,3.0,Intermediate,15.69
48.0,Male,87.3,2.0,190.0,159.0,61.0,1:58,897.0,Yoga,10.7,3.5,5.0,Advanced,18.2
49.0,Male,40.0,1.77,175.0,127.0,73.0,1:11,1109.0,Yoga,24.7,2.4,3.0,Advanced,25.41
18.0,Male,50.9,1.73,170.0,137.0,58.0,1:25,804.0,Strength,23.5,3.7,2.0,Intermediate,17.61
55.0,Female,59.9,1.53,178.0,157.0,54.0,1:13,1044.0,HIIT,26.9,3.4,4.0,Beginner,31.33
44.0,Male,66.8,1.97,194.0,126.0,65.0,1:39,1382.0,HIIT,18.5,1.6,4.0,Intermediate,23.14
37.0,Male,75.8,1.63,192.0,131.0,64.0,0:58,921.0,Strength,26.5,1.5,4.0,Beginner,14.0
21.0,Female,51.6,1.5,175.0,149.0,66.0,2:00,863.0,Yoga,25.2,2.0,3.0,Beginner,24.7
27.0,Female,55.4,1.88,187.0,134.0,53.0,2:00,855.0,Strength,16.3,2.6,5.0,Beginner,14.33
23.0,Male,72.9,1.51,190.0,164.0,57.0,1:17,925.0,Strength,22.3,1.5,2.0,Beginner,36.707499999999996
30.0,Female,80.2,1.91,192.0,135.0,62.0,1:28,1461.0,Strength,16.5,3.7,2.0,Advanced,28.49
45.0,Male,121.2,1.67,186.0,133.0,55.0,2:00,466.0,Cardio,16.7,3.4,4.0,Beginner,30.69
36.0,Female,100.2,1.93,199.0,166.0,60.0,0:58,1076.0,HIIT,24.6,2.7,4.0,Intermediate,16.49
45.0,Male,84.1,1.71,161.0,169.0,56.0,1:22,480.0,Yoga,22.4,3.4,3.0,Advanced,36.707499999999996
51.0,Male,52.0,1.92,173.0,164.0,74.0,1:18,706.0,Cardio,25.7,1.5,2.0,Beginner,14.05
25.0,Male,70.7,1.7,165.0,160.0,53.0,0:59,808.0,HIIT,23.5,2.1,3.0,Beginner,18.29
52.0,Female,50.8,1.8,199.0,159.0,63.0,1:30,1153.0,HIIT,24.9,2.4,4.0,Intermediate,16.16
42.0,Female,77.0,1.63,185.0,136.0,68.0,1:04,1029.0,Cardio,29.2,1.5,5.0,Beginner,15.93
31.0,Female,50.1,1.69,185.0,169.0,64.0,1:40,1001.0,Strength,27.4,1.6,4.0,Beginner,22.3
18.0,Male,89.2,1.88,189.0,167.0,58.0,2:00,1126.0,Cardio,29.7,3.5,4.0,Intermediate,13.63
50.0,Male,59.1,1.74,181.0,156.0,51.0,1:00,985.0,Yoga,30.1,3.5,2.0,Advanced,24.07
46.0,Female,67.5,1.76,160.0,150.0,74.0,1:25,577.0,Yoga,20.0,2.6,4.0,Intermediate,17.39
27.0,Female,41.4,1.69,191.0,169.0,56.0,1:59,647.0,Yoga,23.2,2.8,5.0,Intermediate,16.26
24.0,Male,95.5,1.57,181.0,158.0,67.0,1:28,1609.0,Cardio,32.5,2.0,4.0,Intermediate,26.3
18.0,Male,66.9,1.76,163.0,169.0,55.0,1:08,1018.0,Yoga,24.2,3.0,3.0,Beginner,16.52
18.0,Male,82.8,1.5,197.0,134.0,74.0,1:47,1009.0,Cardio,30.5,3.3,3.0,Advanced,19.41
26.0,Male,79.7,1.64,194.0,148.0,55.0,2:00,1462.0,Yoga,21.8,3.2,4.0,Intermediate,26.9
33.0,Female,71.8,1.51,190.0,167.0,59.0,1:50,1321.0,HIIT,26.6,3.2,4.0,Advanced,12.97
35.0,Male,73.4,1.57,169.0,138.0,67.0,1:08,977.0,Strength,32.4,3.0,4.0,Advanced,25.05
54.0,Female,45.8,1.62,163.0,135.0,66.0,1:15,1703.0,Strength,15.2,1.6,4.0,Intermediate,17.99
44.0,Female,106.8,1.65,171.0,143.0,71.0,1:32,1295.0,Cardio,17.1,3.5,3.0,Advanced,25.4
19.0,Male,59.8,1.7,181.0,120.0,73.0,1:32,1130.0,Cardio,29.6,3.5,3.0,Beginner,22.56
44.0,Male,52.5,1.65,174.0,169.0,51.0,1:57,1783.0,Cardio,29.4,2.0,2.0,Beginner,16.41
58.0,Male,56.5,1.76,180.0,139.0,74.0,2:00,1396.0,Yoga,24.1,3.4,2.0,Intermediate,28.26
18.0,Male,49.9,1.74,177.0,161.0,70.0,2:00,950.0,HIIT,23.0,3.4,4.0,Intermediate,17.53
18.0,Female,76.1,1.64,196.0,169.0,63.0,1:25,686.0,Cardio,34.8,1.5,3.0,Advanced,33.24
28.0,Female,67.1,1.9,184.0,169.0,59.0,1:36,587.0,Yoga,20.8,2.7,3.0,Beginner,12.32
